topology-name,topologies-per-dim-1,topologies-per-dim-2,dimension-type-1,dimension-type-2,dimensions-count,units-count-1,units-count-2,link-latency-1,link-latency-2,link-bandwidth-1,link-bandwidth-2,nic-latency-1,nic-latency-2,router-latency-1,router-latency-2,hbm-latency-1,hbm-latency-2,hbm-bandwidth-1,hbm-bandwidth-2,hbm-scale-1,hbm-scale-2,links-count-1,links-count-2,scheduling-policy,endpoint-delay,active-chunks-per-dimension,preferred-dataset-splits,boost-mode,all-reduce-implementation,all-gather-implementation,reduce-scatter-implementation,all-to-all-implementation,collective-optimization
Hierarchical,Ring,Ring,N,N,2,8,2,442,299,70.0,57.1,0,0,9,6,260,45,139,123,1,0,2,2,LIFO,9,1,13,1,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,oneDirect,ring_ring,baseline
Hierarchical,Switch,Ring,N,N,2,4,8,236,35,232.5,13.8,0,0,3,3,473,100,255,413,1,0,1,2,FIFO,8,1,18,0,oneDirect,oneDirect,ring_ring,oneRing,localBWAware
Hierarchical,Ring,Switch,N,N,2,6,6,478,370,178.1,222.5,0,0,9,9,484,202,359,191,0,1,2,1,LIFO,4,1,32,1,ring_ring,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,4,2,156,217,199.8,143.3,0,0,10,8,253,70,417,57,1,1,7,2,LIFO,8,1,23,0,oneDirect,oneDirect,oneRing,direct_direct,baseline
Hierarchical,FullyConnected,FullyConnected,P,P,2,4,4,328,269,231.9,177.1,0,0,3,0,426,29,496,429,1,1,7,7,FIFO,3,1,13,1,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,oneRing,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,7,7,483,390,207.7,129.7,0,0,7,6,234,288,255,236,1,0,7,2,FIFO,1,1,25,1,oneDirect,oneRing,oneRing,direct_direct,localBWAware
Hierarchical,Ring,Switch,N,N,2,5,6,272,111,24.7,214.8,0,0,2,0,323,68,44,211,0,1,2,1,LIFO,9,1,27,1,oneRing,oneRing,doubleBinaryTree_doubleBinaryTree,ring_ring,localBWAware
Hierarchical,Switch,FullyConnected,P,P,2,8,3,24,218,233.0,86.3,0,0,8,8,326,28,241,364,0,1,1,7,FIFO,4,1,16,1,direct_direct,ring_ring,direct_direct,direct_direct,baseline
Hierarchical,Switch,FullyConnected,N,N,2,8,5,295,129,116.7,203.5,0,0,6,10,134,362,490,445,0,1,1,7,FIFO,7,1,29,0,oneRing,ring_ring,oneDirect,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,3,2,323,232,191.0,238.2,0,0,6,0,134,210,145,402,0,0,7,2,FIFO,10,1,17,0,direct_direct,direct_direct,direct_direct,ring_ring,localBWAware
Hierarchical,Ring,Ring,P,P,2,6,5,422,60,136.5,48.0,0,0,0,7,214,181,106,485,0,1,2,2,FIFO,5,1,16,1,direct_direct,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Switch,Ring,N,N,2,4,8,112,15,200.6,234.7,0,0,9,4,241,468,221,285,0,1,1,2,FIFO,9,1,17,0,direct_direct,ring_ring,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Ring,Ring,P,P,2,8,4,70,60,143.4,52.8,0,0,8,5,364,417,199,408,1,1,2,2,FIFO,7,1,10,0,ring_ring,direct_direct,oneDirect,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Switch,Ring,P,P,2,8,4,196,461,56.3,240.1,0,0,8,4,365,355,439,294,1,1,1,2,FIFO,4,1,32,0,direct_direct,oneDirect,oneRing,ring_ring,baseline
Hierarchical,Ring,Ring,N,N,2,5,3,21,498,144.0,248.6,0,0,9,8,124,427,375,63,1,1,2,2,FIFO,6,1,15,1,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,ring_ring,localBWAware
Hierarchical,Ring,Ring,N,N,2,8,3,472,487,200.5,176.8,0,0,4,5,417,231,287,474,1,1,2,2,FIFO,3,1,27,0,oneDirect,oneRing,oneRing,oneDirect,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,8,4,442,393,247.9,43.1,0,0,8,8,391,473,493,421,1,1,7,1,FIFO,4,1,5,0,doubleBinaryTree_doubleBinaryTree,oneDirect,ring_ring,oneDirect,baseline
Hierarchical,Switch,Ring,N,N,2,8,2,23,363,213.3,190.0,0,0,3,6,465,114,144,95,1,0,1,2,LIFO,3,1,25,0,ring_ring,direct_direct,ring_ring,direct_direct,localBWAware
Hierarchical,Switch,Ring,N,N,2,8,3,117,422,17.9,130.9,0,0,6,10,419,192,291,251,0,1,1,2,FIFO,5,1,16,1,oneRing,oneDirect,direct_direct,oneDirect,baseline
Hierarchical,Ring,FullyConnected,N,N,2,5,2,268,183,93.4,18.9,0,0,2,2,21,76,72,366,1,1,2,7,LIFO,3,1,30,1,direct_direct,direct_direct,oneDirect,oneDirect,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,4,3,69,98,218.0,154.1,0,0,8,9,66,324,168,102,0,1,7,7,LIFO,6,1,28,1,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,direct_direct,baseline
Hierarchical,Switch,Ring,N,N,2,8,6,149,1,22.6,81.3,0,0,10,8,495,356,456,230,0,1,1,2,FIFO,7,1,25,0,direct_direct,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,7,3,340,100,158.1,229.1,0,0,9,0,363,72,230,266,0,0,7,1,LIFO,4,1,10,1,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,8,3,138,56,27.9,110.1,0,0,2,7,286,58,419,431,1,1,7,2,LIFO,2,1,14,0,ring_ring,doubleBinaryTree_doubleBinaryTree,ring_ring,oneDirect,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,3,4,382,91,239.3,128.1,0,0,1,2,89,286,28,85,0,1,7,1,FIFO,8,1,16,1,ring_ring,ring_ring,direct_direct,ring_ring,baseline
Hierarchical,Ring,Switch,N,N,2,2,2,85,431,73.6,65.1,0,0,0,9,429,129,308,420,1,1,2,1,FIFO,6,1,19,0,ring_ring,direct_direct,direct_direct,oneDirect,localBWAware
Hierarchical,Ring,FullyConnected,P,P,2,4,3,240,442,59.1,75.1,0,0,8,3,329,55,336,220,0,1,2,7,FIFO,9,1,9,1,oneRing,oneDirect,ring_ring,direct_direct,localBWAware
Hierarchical,Switch,Switch,N,N,2,8,2,75,73,22.5,80.8,0,0,7,8,363,144,17,452,1,0,1,1,LIFO,10,1,11,0,oneRing,direct_direct,direct_direct,ring_ring,baseline
Hierarchical,Ring,FullyConnected,P,P,2,8,4,379,6,149.7,155.5,0,0,6,5,54,212,273,69,1,1,2,7,LIFO,1,1,12,1,oneDirect,oneDirect,direct_direct,direct_direct,localBWAware
Hierarchical,Switch,Ring,N,N,2,2,2,111,372,79.6,63.7,0,0,7,10,370,415,64,3,1,1,1,2,LIFO,8,1,13,0,oneDirect,oneRing,oneDirect,ring_ring,baseline
Hierarchical,FullyConnected,Switch,P,P,2,3,6,351,237,58.9,164.7,0,0,6,7,122,438,185,373,0,1,7,1,LIFO,7,1,13,0,ring_ring,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,8,4,476,432,139.1,200.1,0,0,0,8,468,197,241,316,0,0,7,7,FIFO,1,1,11,0,ring_ring,oneDirect,direct_direct,oneRing,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,6,8,46,184,51.5,182.8,0,0,0,0,308,126,475,83,1,1,7,7,LIFO,10,1,18,1,oneRing,oneDirect,oneRing,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,4,3,381,338,173.6,212.7,0,0,9,5,425,81,131,100,1,0,7,2,FIFO,1,1,28,1,oneRing,oneDirect,ring_ring,oneDirect,localBWAware
Hierarchical,Switch,Ring,P,P,2,8,5,13,494,172.6,93.0,0,0,9,8,437,320,124,106,0,0,1,2,LIFO,1,1,24,0,direct_direct,direct_direct,oneDirect,oneRing,baseline
Hierarchical,Ring,Ring,N,N,2,7,7,56,95,205.4,106.9,0,0,3,10,160,65,324,420,1,0,2,2,LIFO,5,1,5,1,oneRing,oneDirect,oneRing,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Switch,FullyConnected,N,N,2,8,5,417,275,112.7,133.4,0,0,3,3,173,457,27,308,0,0,1,7,FIFO,8,1,22,0,oneRing,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,4,4,7,422,54.9,97.4,0,0,6,4,118,359,52,229,1,1,7,1,FIFO,7,1,26,0,oneDirect,oneDirect,ring_ring,oneRing,baseline
Hierarchical,Switch,Ring,N,N,2,5,3,140,243,70.8,165.2,0,0,10,3,206,358,485,24,1,1,1,2,FIFO,5,1,30,1,direct_direct,ring_ring,direct_direct,oneRing,localBWAware
Hierarchical,Ring,Ring,P,P,2,4,6,346,221,20.9,24.5,0,0,9,1,178,391,326,197,1,1,2,2,FIFO,8,1,6,0,direct_direct,oneRing,ring_ring,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Switch,Switch,P,P,2,4,6,164,369,93.0,99.6,0,0,6,8,100,283,4,257,0,0,1,1,FIFO,10,1,5,1,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,4,5,137,21,85.8,24.5,0,0,4,8,277,420,298,479,1,1,7,7,FIFO,7,1,6,1,direct_direct,direct_direct,direct_direct,ring_ring,localBWAware
Hierarchical,Ring,Switch,P,P,2,4,2,462,114,135.2,127.1,0,0,9,7,470,107,252,317,1,1,2,1,LIFO,7,1,5,0,direct_direct,doubleBinaryTree_doubleBinaryTree,oneRing,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Switch,Ring,N,N,2,4,8,338,422,149.8,227.0,0,0,8,4,438,286,144,313,0,1,1,2,FIFO,2,1,22,0,oneRing,oneRing,oneDirect,direct_direct,localBWAware
Hierarchical,Switch,FullyConnected,P,P,2,2,6,112,285,114.4,240.2,0,0,4,4,250,114,335,387,1,1,1,7,FIFO,9,1,19,0,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,ring_ring,baseline
Hierarchical,Switch,Ring,P,P,2,4,8,163,358,116.3,79.4,0,0,2,5,372,485,403,485,1,1,1,2,FIFO,7,1,14,0,ring_ring,oneRing,ring_ring,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,FullyConnected,P,P,2,4,8,494,314,145.0,105.3,0,0,9,3,78,159,143,117,0,0,2,7,LIFO,4,1,12,1,direct_direct,ring_ring,oneDirect,oneRing,baseline
Hierarchical,FullyConnected,Switch,P,P,2,8,5,117,445,46.5,245.0,0,0,7,4,142,239,484,229,0,0,7,1,LIFO,4,1,5,0,direct_direct,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,2,8,168,341,177.0,38.9,0,0,7,4,178,461,391,401,1,1,7,2,FIFO,9,1,10,0,direct_direct,doubleBinaryTree_doubleBinaryTree,ring_ring,ring_ring,baseline
Hierarchical,Switch,Ring,P,P,2,2,6,163,93,192.1,92.3,0,0,10,8,382,19,322,386,1,0,1,2,FIFO,9,1,17,1,ring_ring,ring_ring,ring_ring,ring_ring,baseline
Hierarchical,FullyConnected,Ring,N,N,2,8,8,379,78,242.4,46.1,0,0,5,8,169,421,197,351,1,1,7,2,FIFO,9,1,5,1,ring_ring,ring_ring,oneRing,oneDirect,baseline
Hierarchical,FullyConnected,FullyConnected,N,N,2,2,2,314,69,84.1,49.8,0,0,9,6,22,237,402,67,1,0,7,7,FIFO,10,1,11,0,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,Switch,Ring,N,N,2,4,2,358,332,87.3,94.3,0,0,9,1,125,161,477,226,1,1,1,2,LIFO,5,1,15,1,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,oneRing,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,Switch,P,P,2,3,4,454,279,91.5,156.0,0,0,3,2,49,13,308,126,1,1,2,1,LIFO,1,1,18,0,direct_direct,direct_direct,direct_direct,direct_direct,localBWAware
Hierarchical,FullyConnected,FullyConnected,P,P,2,8,4,46,58,227.1,148.9,0,0,6,3,444,161,146,231,0,1,7,7,LIFO,5,1,5,1,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,direct_direct,direct_direct,baseline
Hierarchical,FullyConnected,Ring,N,N,2,7,3,361,357,129.6,218.6,0,0,0,6,177,319,51,272,1,1,7,2,LIFO,1,1,5,1,oneRing,oneDirect,direct_direct,oneDirect,baseline
Hierarchical,Ring,FullyConnected,N,N,2,4,6,290,83,173.7,172.3,0,0,4,7,104,253,14,271,1,0,2,7,FIFO,7,1,5,1,oneRing,oneDirect,ring_ring,direct_direct,baseline
Hierarchical,Switch,Ring,P,P,2,4,7,315,77,36.4,78.8,0,0,5,8,99,413,277,371,0,0,1,2,FIFO,2,1,21,0,oneRing,oneRing,oneDirect,oneRing,baseline
Hierarchical,Switch,FullyConnected,P,P,2,8,4,50,134,168.7,221.8,0,0,5,7,117,3,110,283,0,1,1,7,FIFO,5,1,6,0,doubleBinaryTree_doubleBinaryTree,oneDirect,direct_direct,direct_direct,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,8,4,174,198,193.6,121.2,0,0,0,10,265,451,27,340,1,0,1,7,FIFO,8,1,26,0,oneRing,oneDirect,ring_ring,direct_direct,localBWAware
Hierarchical,Ring,FullyConnected,N,N,2,4,3,308,262,27.2,20.0,0,0,6,10,373,312,458,444,0,1,2,7,LIFO,3,1,18,1,ring_ring,ring_ring,ring_ring,oneDirect,baseline
Hierarchical,Switch,Ring,N,N,2,8,7,209,41,181.8,240.9,0,0,2,9,337,490,180,453,0,1,1,2,FIFO,10,1,22,0,oneDirect,direct_direct,oneRing,oneRing,baseline
Hierarchical,Switch,FullyConnected,P,P,2,2,3,77,154,128.8,214.5,0,0,2,8,180,445,309,29,1,1,1,7,LIFO,1,1,28,1,direct_direct,ring_ring,direct_direct,ring_ring,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,4,7,136,96,27.3,229.8,0,0,5,7,415,471,460,31,0,1,7,2,FIFO,1,1,9,0,direct_direct,ring_ring,direct_direct,oneRing,baseline
Hierarchical,Switch,FullyConnected,P,P,2,4,5,224,290,54.5,150.7,0,0,8,7,400,307,58,79,1,1,1,7,LIFO,10,1,31,0,oneRing,ring_ring,direct_direct,oneRing,baseline
Hierarchical,FullyConnected,Switch,P,P,2,8,2,48,170,119.3,202.7,0,0,6,1,318,354,232,252,0,0,7,1,LIFO,3,1,25,0,oneRing,ring_ring,oneRing,direct_direct,localBWAware
Hierarchical,Switch,Switch,N,N,2,5,3,413,372,74.0,139.3,0,0,4,7,39,64,76,247,1,0,1,1,FIFO,9,1,20,1,oneRing,oneRing,oneRing,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,Ring,N,N,2,8,2,431,67,19.7,25.7,0,0,0,9,294,83,459,467,1,0,2,2,LIFO,5,1,29,0,oneDirect,doubleBinaryTree_doubleBinaryTree,ring_ring,oneRing,localBWAware
Hierarchical,Switch,Switch,N,N,2,2,2,187,378,209.7,32.3,0,0,5,5,93,413,139,167,0,0,1,1,LIFO,10,1,31,1,oneDirect,oneRing,oneRing,ring_ring,baseline
Hierarchical,Ring,Switch,P,P,2,4,8,146,408,93.9,198.3,0,0,8,10,395,250,124,122,0,1,2,1,FIFO,1,1,22,0,doubleBinaryTree_doubleBinaryTree,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Switch,Ring,N,N,2,5,2,442,89,84.5,77.5,0,0,7,10,316,49,181,20,0,0,1,2,FIFO,1,1,11,1,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,oneRing,localBWAware
Hierarchical,Switch,Switch,N,N,2,8,3,405,346,210.0,63.2,0,0,4,5,307,68,278,153,1,0,1,1,LIFO,3,1,32,0,oneDirect,doubleBinaryTree_doubleBinaryTree,direct_direct,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,7,3,140,160,225.3,231.8,0,0,1,6,262,182,11,346,1,1,7,2,FIFO,3,1,7,1,oneDirect,oneDirect,direct_direct,oneRing,localBWAware
Hierarchical,Ring,Ring,P,P,2,2,2,304,31,116.1,29.6,0,0,9,8,329,463,233,399,1,1,2,2,FIFO,5,1,11,1,ring_ring,ring_ring,oneRing,ring_ring,baseline
Hierarchical,Ring,Switch,N,N,2,2,3,6,34,79.0,94.8,0,0,0,10,483,329,481,25,0,0,2,1,LIFO,6,1,17,1,ring_ring,direct_direct,ring_ring,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Switch,Switch,N,N,2,4,3,79,441,211.4,59.4,0,0,4,2,314,430,145,338,0,0,1,1,LIFO,8,1,27,0,ring_ring,doubleBinaryTree_doubleBinaryTree,oneRing,ring_ring,localBWAware
Hierarchical,Switch,FullyConnected,P,P,2,8,2,149,244,39.5,89.3,0,0,3,0,63,350,222,165,1,1,1,7,LIFO,10,1,28,0,doubleBinaryTree_doubleBinaryTree,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,baseline
Hierarchical,Ring,FullyConnected,P,P,2,2,2,145,183,90.9,170.4,0,0,10,9,25,321,276,410,0,0,2,7,LIFO,9,1,23,0,doubleBinaryTree_doubleBinaryTree,ring_ring,oneDirect,ring_ring,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,4,5,182,381,106.2,74.2,0,0,3,9,423,208,486,287,1,0,7,2,FIFO,6,1,17,0,oneRing,ring_ring,ring_ring,oneRing,baseline
Hierarchical,Ring,FullyConnected,P,P,2,8,4,396,308,56.6,228.2,0,0,6,1,20,243,137,167,1,0,2,7,LIFO,4,1,32,1,oneDirect,oneRing,oneRing,direct_direct,baseline
Hierarchical,Switch,FullyConnected,N,N,2,8,3,263,412,183.6,116.8,0,0,7,3,282,482,350,393,0,0,1,7,LIFO,5,1,24,0,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,localBWAware
Hierarchical,Ring,Ring,N,N,2,3,7,390,485,56.9,172.7,0,0,6,4,375,2,44,472,0,0,2,2,LIFO,6,1,15,0,ring_ring,ring_ring,direct_direct,direct_direct,baseline
Hierarchical,Switch,FullyConnected,P,P,2,4,2,441,124,112.1,183.4,0,0,3,4,308,425,384,220,1,0,1,7,FIFO,7,1,26,0,ring_ring,ring_ring,direct_direct,ring_ring,baseline
Hierarchical,Ring,Ring,N,N,2,4,8,231,406,77.7,162.5,0,0,10,3,500,175,494,120,1,1,2,2,FIFO,2,1,15,0,oneDirect,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,4,2,262,399,114.7,160.9,0,0,3,10,71,4,383,499,0,1,7,2,FIFO,8,1,31,0,doubleBinaryTree_doubleBinaryTree,direct_direct,doubleBinaryTree_doubleBinaryTree,oneRing,localBWAware
Hierarchical,Switch,Ring,P,P,2,4,2,217,100,67.8,184.3,0,0,8,6,354,337,54,354,1,1,1,2,FIFO,2,1,9,1,doubleBinaryTree_doubleBinaryTree,oneRing,oneRing,oneRing,baseline
Hierarchical,FullyConnected,FullyConnected,N,N,2,8,2,193,267,235.1,167.6,0,0,10,2,387,58,282,83,1,1,7,7,FIFO,6,1,18,0,ring_ring,direct_direct,direct_direct,direct_direct,baseline
Hierarchical,FullyConnected,Switch,P,P,2,5,2,179,154,239.3,230.9,0,0,0,7,369,342,236,117,1,1,7,1,FIFO,6,1,9,1,direct_direct,direct_direct,oneRing,direct_direct,baseline
Hierarchical,Ring,Ring,N,N,2,4,6,462,196,156.9,158.7,0,0,3,9,415,37,219,195,1,1,2,2,LIFO,10,1,19,1,direct_direct,ring_ring,direct_direct,oneDirect,baseline
Hierarchical,Ring,Switch,P,P,2,8,2,114,260,74.7,41.8,0,0,5,0,380,346,76,405,1,0,2,1,FIFO,7,1,27,0,oneRing,ring_ring,oneRing,ring_ring,localBWAware
Hierarchical,Switch,Switch,N,N,2,8,2,122,37,235.6,231.3,0,0,10,10,194,16,494,86,1,1,1,1,LIFO,1,1,7,0,ring_ring,doubleBinaryTree_doubleBinaryTree,oneRing,ring_ring,baseline
Hierarchical,Switch,FullyConnected,P,P,2,8,7,347,165,81.5,241.0,0,0,9,4,462,384,395,382,0,0,1,7,FIFO,8,1,15,1,ring_ring,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Ring,Ring,N,N,2,4,3,200,475,187.1,181.0,0,0,2,3,250,22,272,477,1,0,2,2,FIFO,5,1,24,0,oneRing,doubleBinaryTree_doubleBinaryTree,direct_direct,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,8,3,31,340,108.7,194.5,0,0,9,5,7,242,351,63,0,0,7,2,FIFO,10,1,25,0,direct_direct,oneRing,oneDirect,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Switch,Ring,P,P,2,8,8,295,139,110.6,247.0,0,0,0,9,376,412,121,486,1,0,1,2,FIFO,9,1,4,1,direct_direct,ring_ring,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,Ring,Ring,N,N,2,4,7,166,349,75.5,154.6,0,0,7,8,413,16,334,101,1,0,2,2,LIFO,10,1,27,0,direct_direct,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,direct_direct,baseline
Hierarchical,Ring,Switch,P,P,2,6,7,121,166,144.0,249.3,0,0,7,4,244,444,367,480,0,0,2,1,FIFO,10,1,4,1,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,baseline
Hierarchical,Ring,Ring,N,N,2,8,5,316,382,131.8,152.2,0,0,9,5,432,58,154,498,1,1,2,2,FIFO,9,1,19,1,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,ring_ring,baseline
Hierarchical,Ring,Switch,P,P,2,8,6,432,132,76.9,237.0,0,0,5,1,47,310,254,226,1,0,2,1,LIFO,7,1,31,1,oneDirect,oneRing,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,FullyConnected,Switch,P,P,2,4,7,419,425,241.9,100.9,0,0,8,9,60,41,299,452,0,0,7,1,FIFO,3,1,22,0,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,FullyConnected,Switch,N,N,2,5,3,416,288,205.9,109.3,0,0,3,0,191,414,455,134,1,1,7,1,FIFO,8,1,19,1,oneRing,oneDirect,oneRing,oneRing,baseline
Hierarchical,Ring,Ring,N,N,2,5,4,169,111,124.1,60.4,0,0,5,3,107,296,69,440,0,0,2,2,FIFO,2,1,10,1,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,FullyConnected,Switch,N,N,2,3,4,87,223,109.7,111.9,0,0,2,1,222,345,57,321,1,1,7,1,LIFO,8,1,21,1,direct_direct,ring_ring,direct_direct,ring_ring,baseline
Hierarchical,Switch,FullyConnected,P,P,2,8,8,332,94,195.9,23.7,0,0,10,1,259,368,130,296,1,1,1,7,FIFO,1,1,4,1,doubleBinaryTree_doubleBinaryTree,oneDirect,oneRing,ring_ring,localBWAware
Hierarchical,Switch,Switch,N,N,2,4,2,417,5,239.0,213.1,0,0,10,1,218,175,105,286,0,1,1,1,LIFO,3,1,30,0,direct_direct,oneRing,ring_ring,ring_ring,baseline
Hierarchical,Ring,Ring,N,N,2,4,7,392,383,19.7,24.6,0,0,8,2,125,134,329,452,0,1,2,2,FIFO,6,1,11,1,oneRing,oneRing,ring_ring,oneRing,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,8,4,38,155,132.2,131.1,0,0,2,9,212,321,129,403,0,0,1,7,FIFO,8,1,25,1,oneRing,oneDirect,oneDirect,direct_direct,localBWAware
Hierarchical,FullyConnected,Switch,P,P,2,8,4,460,384,202.5,237.2,0,0,4,8,151,383,88,420,0,1,7,1,FIFO,1,1,23,0,doubleBinaryTree_doubleBinaryTree,oneRing,oneDirect,oneRing,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,8,3,219,138,14.1,159.7,0,0,10,0,100,58,32,159,0,0,7,2,LIFO,5,1,22,1,direct_direct,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,4,4,314,365,199.9,205.1,0,0,8,5,457,219,498,453,1,0,1,7,LIFO,8,1,24,0,oneRing,ring_ring,oneDirect,oneRing,baseline
Hierarchical,Switch,Ring,P,P,2,8,7,135,387,122.0,120.3,0,0,10,7,301,176,435,161,0,1,1,2,FIFO,10,1,30,0,ring_ring,oneDirect,direct_direct,oneRing,baseline
Hierarchical,Switch,FullyConnected,N,N,2,4,4,270,291,219.4,245.7,0,0,9,5,59,378,489,257,0,0,1,7,FIFO,6,1,21,1,doubleBinaryTree_doubleBinaryTree,oneDirect,oneDirect,oneDirect,baseline
Hierarchical,FullyConnected,Ring,P,P,2,8,8,197,194,153.9,97.2,0,0,5,8,459,444,452,484,1,0,7,2,FIFO,9,1,17,1,oneDirect,oneRing,direct_direct,ring_ring,localBWAware
Hierarchical,Switch,Ring,P,P,2,8,6,500,353,216.6,209.0,0,0,8,5,470,126,212,145,0,0,1,2,FIFO,4,1,8,0,ring_ring,ring_ring,oneRing,oneDirect,baseline
Hierarchical,FullyConnected,FullyConnected,N,N,2,4,7,423,18,26.6,215.1,0,0,1,5,335,155,334,341,1,0,7,7,LIFO,4,1,24,0,oneDirect,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Switch,Switch,N,N,2,4,8,491,252,238.2,19.0,0,0,9,0,206,30,230,274,0,0,1,1,FIFO,3,1,17,0,direct_direct,ring_ring,oneRing,oneDirect,baseline
Hierarchical,FullyConnected,Ring,N,N,2,4,2,263,386,179.4,239.4,0,0,10,9,100,140,133,349,1,0,7,2,FIFO,3,1,13,0,direct_direct,ring_ring,oneDirect,ring_ring,baseline
Hierarchical,Switch,FullyConnected,N,N,2,2,8,252,480,158.7,239.8,0,0,5,9,248,239,229,210,0,1,1,7,LIFO,2,1,24,0,ring_ring,ring_ring,direct_direct,direct_direct,baseline
Hierarchical,Switch,FullyConnected,P,P,2,8,7,433,331,20.9,227.2,0,0,8,5,212,95,404,150,1,1,1,7,LIFO,5,1,6,1,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,4,8,99,301,195.6,122.6,0,0,5,1,82,464,38,315,0,1,7,2,LIFO,2,1,16,0,direct_direct,ring_ring,oneRing,oneRing,baseline
Hierarchical,Switch,FullyConnected,N,N,2,6,8,399,382,155.3,199.9,0,0,8,9,135,456,254,282,1,1,1,7,LIFO,7,1,32,1,oneRing,oneDirect,oneDirect,oneDirect,localBWAware
